id,road,name,lat,lon,model_type,chainage,LRPName,length,condition
1380,N1,Box culvert,22.3098611,91.9477219,link,259.617,LRP263a,392.99999999997226,
1381,N1,Road to Balakkhati (Z1065),22.3106111,91.8570833,link,247.923,LRP251b,326.9999999999982,
1382,N1,Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division. / Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division.,22.3108333,91.8570278,link,247.893,LRP251a,30.000000000001137,
1383,N1,Box culvert,22.3114167,91.9176382,link,255.999,LRP260,167.99999999997794,
1384,N111,Km post missing,22.3123056,91.7923052,link,11.04,LRP011,400.00000000000034,
1385,N1,Box culvert,22.3124722,91.9188327,link,256.167,LRP260a,521.000000000015,
1386,N111,Flyover start,22.31269448,91.79204964,link,11.44,LRP011a,599.9999999999997,
1387,N1,Shikalbaha Bridge,22.3129265129032,91.856181916129,bridge,247.637,LRP242b,17.3,A
1388,N1,SHIKALBAHA BRIDGE,22.3129265129032,91.856181916129,bridge,247.637,LRP242b,11.0,C
1389,N111,Bridge end,22.3132778,91.7916663,link,10.921,LRP010c,118.99999999999977,
1390,N111,Km post missing,22.3132778,91.7916663,link,12.04,LRP012,394.0000000000001,
1391,N1,Km post missing,22.3136389,91.9438886,link,258.999,LRP263,617.999999999995,
1392,N1,Km post missing,22.31375,91.9345274,link,257.999,LRP262,1000.0,
1393,N1,MONSHA CULVERT,22.3137546831094,91.9203176378118,bridge,256.378,LRP252a,3.0,A
1394,N1,Pirol,22.3137565607999,91.9339832312,bridge,257.94,LRP253a,5.3,A
1395,N1,Box culvert,22.3137778,91.9322216,link,257.749,LRP261a,250.0,
1396,N111,Bridge start,22.314,91.7906941,link,10.79,LRP010b,131.00000000000023,
1397,N1,"Cox,s Bazar 143 km,Patiya 16 km",22.3148889,91.8553889,link,247.397,LRP251,496.0000000000093,
1398,N1,Bridge end,22.3152222,91.8553333,link,247.352,LRP250c,44.999999999987494,
1399,N1,Bridge start,22.3153611,91.8553056,link,247.336,LRP250b,15.999999999991132,
1400,N1,Km post missing,22.3155556,91.9253882,link,256.999,LRP261,750.0,
1401,N1,Box culvert,22.3156389,91.9224993,link,256.688,LRP260b,121.00000000003774,
1402,N1,UTTOR SONAPUR,22.3157468089473,91.9243524131578,bridge,256.89,LRP252c,3.0,A
1403,N1,Road to Kalurghat (N107),22.3158889,91.9235827,link,256.809,LRP260c,189.99999999999773,
1404,N107,Intersection with N1 at Moneswartek.,22.3159722,91.9235827,intersection,10.542,LRPE,10542.0,
1404,N1,Intersection with N1 at Moneswartek.,22.3159722,91.9235827,intersection,10.542,LRPE,10542.0,
1405,N111,Toll plaza,22.3170827,91.7861663,link,10.18,LRP010a,609.9999999999994,
1406,N111,Bandar 4 km,22.317916,91.7852219,link,10.04,LRP010,140.00000000000057,
1407,N111,Box culvert,22.3185827,91.7844719,link,9.932,LRP009d,107.99999999999876,
1408,N107,Km post missing / Box culvert,22.3187216,91.9205271,link,10.018,LRP010,523.9999999999991,
1409,N107,MANSERTEK,22.3187222222222,91.9203888888889,bridge,10.11,LRP010a,5.0,B
1410,N111,Box culvert,22.3187771,91.7842219,link,9.891,LRP009c,41.00000000000037,
1411,N107,"Z 1070, Patya Monewsertek Anwara road",22.3191938,91.9195549,link,9.942,LRP009a,76.00000000000051,
1412,N111,Box culvert,22.3205271,91.7823882,link,9.613,LRP009b,278.00000000000045,
1413,N1,Bridge end,22.3212771,91.8536111,link,246.634,LRP250a,702.0000000000266,
1414,N1,Km post missing,22.3228327,91.8535556,link,246.456,LRP250,177.99999999999727,
1415,N111,Box culvert,22.3239993,91.7785827,link,9.065,LRP009a,548.0,
1416,N111,Km post missing,22.3242771,91.7780827,link,9.0,LRP009,64.9999999999995,
1417,N111,Box culvert,22.3253882,91.7770549,link,8.84,LRP008c,160.00000000000014,
1418,N107,Km post missing,22.3259438,91.9158056,link,9.018,LRP009,923.9999999999995,
1419,N107,PACHURIA CULVERT 2,22.3263705473684,91.9153211807017,bridge,8.947,LRP008b,4.5,D
1420,N1,Sha Amanot Bridge,22.3266451369152,91.852759390139,bridge,246.02,LRP241a,954.5,A
1421,N1,Hajrath Sha Amanath Satu,22.3266451369152,91.852759390139,bridge,246.02,LRP241a,914.0,C
1422,N107,Box Culvert,22.3269716,91.9146389,link,8.847,LRP008c,171.00000000000114,
1423,N107,Pipe  culvert,22.3276382,91.9141389,link,8.802,LRP008b,44.99999999999993,
1424,N111,Box culvert,22.328666,91.774666,link,8.408,LRP008b,432.0000000000004,
1425,N107,PACHURIA CULVERT 1,22.329086592233,91.9145772391585,bridge,8.59,LRP008a,2.4,D
1426,N1,Shah Amanath (Karnaphuli) Bridge,22.3297493,91.8521111,link,245.665,LRP249a,790.9999999999968,
1427,N107,Box culvert,22.3297493,91.9147778,link,8.493,LRP008a,308.99999999999926,
1428,N111,Box culvert,22.3306938,91.7723882,link,8.07,LRP008a,337.9999999999992,
1429,N111,Bandar 4 km,22.3308327,91.7718327,link,8.0,LRP008,70.00000000000028,
1430,N111,Box culvert,22.3309993,91.7715549,link,7.964,LRP007c,35.99999999999959,
1431,N1,Km post missing,22.3314716,91.8515556,link,245.456,LRP249,209.00000000000318,
1432,N111,Box culvert,22.3336386,91.7675827,link,7.379,LRP007b,585.0000000000009,
1433,N107,Km post missing,22.333833,91.9159722,link,8.018,LRP008,474.99999999999966,
1434,N1,RAJAKHALI RCC GIDER BRIDGE,22.3349153368556,91.8533979043814,bridge,244.975,LRP240c,48.5,A
1435,N1,Rajakhali Bridge,22.3349153368556,91.8533979043814,bridge,244.975,LRP240c,49.31,C
1436,N1,RAZAKATI BRIDGE,22.3357673216494,91.8538536927835,bridge,244.856,LRP240a,39.4,B
1437,N1,Tulatuli Bridge,22.3357673216494,91.8538536927835,bridge,244.856,LRP240a,40.38,C
1438,N111,Box culvert,22.33579768337596,91.76560524117647,link,7.147,LRP007a,231.99999999999932,
1439,N1,Bridge end,22.3370274,91.8545278,link,244.68,LRP248d,775.999999999982,
1440,N111,Km post missing,22.3372774,91.76425,link,6.988,LRP007,158.9999999999998,
1441,N1,Bridge start,22.3373886,91.8542778,link,244.633,LRP248c,46.999999999997044,
1442,N1,Bridge end,22.3380274,91.8538889,link,244.553,LRP248b,80.0000000000125,
1443,N1,Bridge start,22.338362487628867,91.853695585567,link,244.508,LRP248a,44.999999999987494,
1444,N1,Km post missing,22.3387497,91.8534722,link,244.456,LRP248,52.00000000002092,
1445,N1,HAFAS BAGAR BRIDGE,22.3395393508599,91.8533871579852,bridge,244.367,LRP239a,38.4,B
1446,N1,5 No hafez bazar Bridge,22.3395393508599,91.8533871579852,bridge,244.367,LRP239a,39.67,C
1447,N111,Box culvert,22.3396108,91.7635,link,6.619,LRP006b,369.0000000000007,
1448,N107,Bridge end,22.340583,91.9171104,link,7.259,LRP007b,759.0000000000003,
1449,N107,Bridge start,22.3411663,91.9171938,link,7.187,LRP007a,72.00000000000006,
1450,N1,Bridge end,22.3423608,91.8530833,link,244.049,LRP247b,406.99999999998226,
1451,N107,Km post missing,22.3426941,91.9173604,link,7.018,LRP007,169.00000000000048,
1452,N1,Bridge start,22.3427219,91.8531389,link,244.005,LRP247a,44.00000000001114,
1453,N111,Box culvert,22.3427497,91.7625278,link,6.258,LRP006a,360.9999999999998,
1454,N111,Bandar 6 km,22.3452219,91.7617222,link,5.988,LRP006,269.99999999999955,
1455,N107,Box culvert,22.3460552,91.9178049,link,6.638,LRP006a,379.9999999999999,
1456,N1,Km post missing,22.3473886,91.8519444,link,243.456,LRP247,549.0000000000066,
1457,N111,Box culvert,22.3474719,91.7611389,link,5.702,LRP005b,286.00000000000045,
1458,N107,Km post missing,22.3501944,91.9155278,link,6.018,LRP006,620.0000000000001,
1459,N1,Bakulia Bridge,22.3522674714754,91.852622049836,bridge,242.898,LRP238a,15.8,A
1460,N1,BAKULIA BRIDGE,22.3522674714754,91.852622049836,bridge,242.898,LRP238a,14.7,B
1461,N111,Box culvert,22.3523333,91.7601667,link,5.155,LRP005a,546.9999999999997,
1462,N111,Bandar 5 km,22.3549444,91.76075,link,4.95,LRP005,205.00000000000006,
1463,N1,Bridge end,22.3553889,91.8530556,link,242.541,LRP246b,914.999999999992,
1464,N1,Bridge start,22.3555,91.8530833,link,242.527,LRP246a,14.000000000010004,
1465,N107,Road to Ahala darbar  Sharif (Z1802),22.3559722,91.9136667,link,5.265,LRP005a,753.0000000000001,
1466,N1,Km post missing,22.3561111,91.8531667,link,242.456,LRP246,70.99999999999795,
1467,N107,Km post missing,22.3582778,91.9136389,link,5.018,LRP005,246.9999999999999,
1468,N111,Box culvert,22.3586389,91.7604722,link,4.44,LRP004b,509.9999999999998,
1469,N1,The chittagong city area starts from Alongka cinema Hall,22.3586667,91.7822771,link,232.754,LRP235b,8308.999999999998,
1470,N107,SHAKPURA BRIDGE,22.3593103241758,91.9136013241758,bridge,4.895,LRP004b,47.0,A
1471,N107,Shakpura Bridge,22.3593103241758,91.9136013241758,bridge,4.895,LRP004b,36.0,B
1472,N107,Bridge end,22.3598056,91.9135833,link,4.836,LRP004d,181.9999999999995,
1473,N1,BOALIA BOX CULVERT,22.3599057425992,91.8522694918171,bridge,242.016,LRP236a,4.65,C
1474,N107,Bridge start,22.3601111,91.9134444,link,4.796,LRP004c,40.000000000000036,
1475,N107,Box Culvert,22.362,91.911,link,4.457,LRP004b,339.0000000000004,
1476,N111,Box culvert,22.3622222,91.7603056,link,4.03,LRP004a,410.0000000000001,
1477,N107,Pipe culvert,22.3622778,91.9105833,link,4.37,LRP004a,86.99999999999974,
1478,N111,Km post missing,22.3627778,91.7600278,link,3.905,LRP004,125.00000000000044,
1479,N1,Box culvert,22.3632778,91.8514722,link,241.625,LRP245a,830.9999999999889,
1480,N1,Chittagong city area ends and the survey of N1 starts again,22.3644444,91.8511111,link,241.063,LRP244b,393.0000000000007,
1481,N1,Km post missing,22.3646111,91.8508333,link,241.456,LRP245,169.00000000001114,
1482,N111,Box culvert,22.3648889,91.7598056,link,3.72,LRP003c,184.9999999999996,
1483,N107,Km post missing,22.3648889,91.9084444,link,4.018,LRP004,352.00000000000034,
1484,N107,Pipe Culvert,22.3665278,91.9081389,link,3.78,LRP003b,238.0,
1485,N1,End of Bituminous Road,22.3691382,91.777666,link,232.561,LRP235a,192.99999999998363,
1486,N1,Km post missing,22.369166,91.7741938,link,232.006,LRP235,555.0000000000068,
1487,N1,CORNAIL HAT BOX CULVERT,22.3696841276595,91.7739258709219,bridge,231.966,LRP234a,3.0,A
1488,N111,Box culvert,22.3700827,91.7591111,link,3.14,LRP003b,580.0000000000001,
1489,N107,Box culvert,22.3708604,91.9071667,link,3.344,LRP003a,435.99999999999994,
1490,N111,Box culvert,22.3716938,91.7591389,link,2.954,LRP003a,185.99999999999994,
1491,N111,Km post missing,22.3719993,91.7588889,link,2.905,LRP003,49.00000000000038,
1492,N107,Km post missing,22.3735827,91.9065,link,3.018,LRP003,326.00000000000006,
1493,N111,Box culvert,22.3746382,91.75875,link,2.617,LRP002d,287.99999999999983,
1494,N107,"Z 1065, Maizzertek udarbanna road",22.3746382,91.9064722,link,2.957,LRP002b,60.99999999999994,
1495,N111,Box culvert,22.3759993,91.7582222,link,2.45,LRP002c,166.99999999999983,
1496,N1,Bridge end,22.3762254893617,91.77054326631206,link,231.461,LRP234b,544.9999999999875,
1497,N1,Bridge start,22.3764716,91.770416,link,231.442,LRP234a,19.000000000005457,
1498,N111,Box culvert,22.3774993,91.7576944,link,2.269,LRP002b,181.00000000000006,
1499,N107,Culvert,22.3788604,91.9066944,link,2.35,LRP002a,606.9999999999998,
1500,N1,Km post missing,22.379166,91.7675827,link,231.006,LRP234,436.00000000000705,
1501,N1,GLAXO BOX CULVERT,22.3797011826666,91.7670476533333,bridge,230.921,LRP233a,8.3,A
1502,N111,Box culvert,22.3798327,91.7570278,link,2.0,LRP002a,269.0000000000001,
1503,N111,Km post missing,22.3801938,91.7566667,link,1.905,LRP002,94.99999999999997,
1504,N1,Box culvert,22.3815271,91.7652222,link,230.631,LRP233a,375.0,
1505,N107,Information missing,22.3815827,91.9046667,link,2.018,LRP002,332.0000000000003,
1506,N107,Box culvert,22.3823604,91.9030556,link,1.835,LRP001a,182.99999999999983,
1507,N111,Box culvert,22.3838886,91.7557222,link,1.509,LRP001b,396.0000000000001,
1508,N1,PAKKA MATA BOX CULVERT,22.38524588272,91.76250565776,bridge,230.13,LRP232a,3.0,A
1509,N1,Km post missing,22.3861663,91.7618333,link,230.006,LRP233,625.0,
1510,N107,Km post missing,22.3878886,91.8976108,link,1.0,LRP001,835.0,
1511,N111,Box culvert,22.3882219,91.7541944,link,1.01,LRP001a,498.9999999999999,
1512,N1,Bridge end,22.3887497,91.7607222,link,229.692,LRP232d,313.99999999999295,
1513,N111,Bandar 1 km,22.3891663,91.7538889,link,0.905,LRP001,104.99999999999999,
1514,N1,Bridge start,22.3892497,91.7605,link,229.633,LRP232c,58.9999999999975,
1515,N111,Box culvert,22.3904997,91.7533889,link,0.744,LRPSa,161.00000000000003,
1516,N107,Bridge end,22.3918886,91.8931108,link,0.342,LRPSb,657.9999999999999,
1517,N1,Box culvert,22.3921108,91.75925,link,229.282,LRP232b,350.9999999999991,
1518,N107,Bridge start,22.3921941,91.8931663,link,0.309,LRPSa,33.00000000000003,
1519,N1,GAMMON BRIDGE,22.3927175345622,91.7590882138248,bridge,229.203,LRP231b,18.0,A
1520,N111,Start of road from N1,22.3934441,91.7491386,intersection,0.0,LRPS,744.0,
1520,N1,Start of road from N1,22.3934441,91.7491386,intersection,0.0,LRPS,744.0,
1521,N106,Start of Road  from Oxygen  More,22.3935552,91.8215827,intersection,0.0,LRPS,480.0,
1521,N1,Start of Road  from Oxygen  More,22.3935552,91.8215827,intersection,0.0,LRPS,480.0,
1522,N1,"N111, Port Connecting Road",22.3937774,91.7588056,link,229.065,LRP232a,217.00000000001296,
1523,N107,Start of Road from Kalurghat Bridge End,22.3944163,91.891833,sourcesink,0.0,LRPS,309.0,
1524,N1,Km post missing,22.3944997,91.7586944,link,229.006,LRP232,58.9999999999975,
1525,N1,T. B HOSPITAL GATE BOX CULVERT,22.3963398830265,91.7582551580777,bridge,228.797,LRP231a,3.0,A
1526,N106,Box culvert,22.3974997,91.8200271,link,0.48,LRPSa,168.00000000000003,
1527,N1,Bridge end,22.3988052,91.7576667,link,228.517,LRP231c,489.0000000000043,
1528,N1,Bridge start,22.3988608,91.7576667,link,228.51,LRP231b,7.000000000005002,
1529,N106,Box culvert,22.3990552,91.8198049,link,0.648,LRPSb,173.99999999999994,
1530,N1,Road to Biman Bandar (Z1016),22.3996108,91.7573333,link,228.406,LRP231a,103.999999999985,
1531,N106,TANARI BOX CULVERT,22.4004396252873,91.8193706183907,bridge,0.818,LRPSc,2.1,C
1532,N106,Box culvert,22.4004722,91.8193604,link,0.822,LRPSc,178.00000000000006,
1533,N106,Km post missing,22.4020556,91.8191104,link,1.0,LRP001,328.00000000000006,
1534,N1,VATIARI CULVERT,22.4030145445,91.75657411625,bridge,228.029,LRP230a,5.0,A
1535,N1,Km post missing,22.4032222,91.7565278,link,228.006,LRP231,400.0000000000057,
1536,N106,Slab culvert,22.4049722,91.8188882,link,1.328,LRP001a,117.0,
1537,N106,Box culvert,22.4060278,91.818666,link,1.445,LRP001b,554.9999999999999,
1538,N1,Start of Bituminous Pavement,22.40839921010101,91.75514357643098,link,227.414,LRP230c,592.000000000013,
1539,N1,Box culvert,22.4084167,91.7551389,link,227.412,LRP230b,1.999999999981128,
1540,N1,End of Bituminous Pavement,22.4101111,91.7544444,link,227.206,LRP230a,206.00000000001728,
1541,N106,Km post missing,22.4108056,91.8182493,link,2.0,LRP002,156.00000000000014,
1542,N1,Km post missing,22.4119167,91.7543611,link,227.006,LRP230,199.99999999998863,
1543,N106,BALUCHARA,22.412053275,91.8185294333333,bridge,2.143,LRP002a,12.3,A
1544,N106,Box culvert,22.4121667,91.8185549,link,2.156,LRP002a,375.9999999999999,
1545,N106,Natunpara Bridge,22.4153754965425,91.8191481220744,bridge,2.521,LRP002c,18.78,C
1546,N106,Bridge end,22.4156389,91.819166,link,2.554,LRP002c,446.00000000000017,
1547,N1,Bridge end,22.4182771,91.7506667,link,226.209,LRP229b,796.999999999997,
1548,N1,Bridge start,22.4185549,91.7504722,link,226.171,LRP229a,38.000000000010914,
1549,N106,Km post missing,22.4196104,91.8197216,link,3.0,LRP003,317.00000000000017,
1550,N1,Km post missing,22.4198882,91.7497774,link,226.006,LRP229,164.99999999999204,
1551,N1,DHAMAKHALI BRIDGE,22.4220415536,91.7480209792,bridge,225.702,LRP228a,35.1,B
1552,N106,AMAR BAZAR,22.4222129444794,91.820007825552,bridge,3.297,LRP003a,4.0,A
1553,N106,Box culvert,22.4223882,91.8200271,link,3.317,LRP003a,234.9999999999999,
1554,N106,LALIYAR HAT,22.4241988774468,91.819806887234,bridge,3.524,LRP003b,3.3,C
1555,N106,Box culvert,22.4244438,91.8197771,link,3.552,LRP003b,497.9999999999998,
1556,N1,Km post missing,22.4269716,91.7439997,link,225.006,LRP228,1000.0,
1557,N106,"Rangamati 64 km,Hathazari 8 km",22.428916,91.819666,link,4.05,LRP004,242.0,
1558,N1,Bridge end,22.4304438,91.7417219,link,224.557,LRP227c,449.0000000000123,
1559,N106,BORDIGHIR PAR,22.4307152136363,91.81995385,bridge,4.259,LRP004a,4.5,C
1560,N1,Bridge start,22.4307493,91.7415274,link,224.514,LRP227b,42.999999999977945,
1561,N106,Box culvert,22.4309993,91.8199993,link,4.292,LRP004a,656.0000000000006,
1562,N1,Box culvert,22.4333049,91.7403608,link,224.203,LRP227a,311.00000000000705,
1563,N1,Km post missing,22.4349719,91.7396941,link,224.066,LRP227,137.00000000000045,
1564,N1,VATERIE BRIDGE,22.4350737918918,91.7396527192432,bridge,224.053,LRP226b,40.0,A
1565,N106,Box Culvert,22.4368608,91.8203327,link,4.948,LRP004c,101.99999999999943,
1566,N1,HASNA BAD BOX CULVERT,22.4375035216216,91.7386659473513,bridge,223.743,LRP226a,3.0,A
1567,N106,Km post missing,22.4377497,91.8204993,link,5.05,LRP005,57.000000000000384,
1568,N106,BORODIGHIR PAR,22.4379251385964,91.8205382824561,bridge,5.07,LRP006a,8.8,C
1569,N106,Box culvert,22.4382497,91.8206104,link,5.107,LRP005a,726.9999999999994,
1570,N1,Bridge end,22.4422219,91.7367497,link,223.141,LRP226b,925.0000000000114,
1571,N1,Bridge start,22.4424997,91.7366663,link,223.11,LRP226a,30.99999999997749,
1572,N1,Km post missing,22.4433886,91.7364163,link,223.006,LRP226,104.00000000001342,
1573,N106,CHOWDIRIR HAT,22.4441288416781,91.8191340657496,bridge,5.797,LRP006b,6.0,C
1574,N106,Box culvert,22.4444441,91.8190549,link,5.834,LRP005b,230.00000000000043,
1575,N1,SALAKHARPAD BRIDGE,22.4460793332411,91.7353674287057,bridge,222.687,LRP225a,26.3,C
1576,N106,Information missing,22.4464441,91.8185549,link,6.064,LRP006,578.0000000000003,
1577,N1,KODOM RASUL BOX CULVERT,22.4488628503871,91.7342823894358,bridge,222.357,LRP224a,3.0,A
1578,N106,PASHIM CHARAKUL CUL,22.4510976273356,91.8176600723183,bridge,6.596,LRP007a,8.0,A
1579,N106,Box culvert,22.4515,91.8175827,link,6.642,LRP006a,239.99999999999932,
1580,N1,Info.Missing,22.45182350044248,91.7331283022124,link,222.006,LRP225,1000.0,
1581,N106,PASHM CHARAKUL BOX CULV,22.4531232379166,91.8173662475,bridge,6.829,LRP007b,8.2,A
1582,N106,Box culvert,22.4535833,91.8173049,link,6.882,LRP006b,182.0000000000004,
1583,N106,Km post missing,22.45525,91.817166,link,7.064,LRP007,32.00000000000003,
1584,N106,Box culvert,22.4555,91.8171382,link,7.096,LRP007a,197.99999999999952,
1585,N106,Box culvert,22.45725,91.8168882,link,7.294,LRP007b,588.0000000000001,
1586,N1,Bridge end,22.4586389,91.7304716,link,221.198,LRP224b,807.9999999999927,
1587,N1,Bridge start,22.4588333,91.7303604,link,221.172,LRP224a,26.00000000001046,
1588,N1,Km post missing,22.4603056,91.7295827,link,220.988,LRP224,183.9999999999975,
1589,N1,SHLAKHAR PAD BRIDGE,22.4624386352,91.7285307,bridge,220.725,LRP223a,23.2,B
1590,N1,Modonhat Bridge,22.4624386352,91.7285307,bridge,220.725,LRP223a,24.32,D
1591,N106,Box culvert,22.4624722,91.8166111,link,7.882,LRP007c,182.0000000000004,
1592,N106,Km post missing,22.4640556,91.8165278,link,8.064,LRP008,207.00000000000074,
1593,N106,FATEPUR,22.4652592666666,91.8164352,bridge,8.202,LRP009a,10.2,A
1594,N106,Box culvert,22.4658611,91.8163889,link,8.271,LRP008a,609.0,
1595,N1,Ctg 22 km,22.468416,91.7255827,link,219.988,LRP223,1000.0,
1596,N1,Box culvert,22.4694438,91.7250549,link,219.852,LRP222a,135.99999999999568,
1597,N106,MODANHAT,22.4704996642036,91.8152784730706,bridge,8.812,LRP009c,11.9,A
1598,N106,Bridge end,22.4711938,91.8151111,link,8.895,LRP008c,169.00000000000048,
1599,N106,Km post missing,22.472666,91.8148056,link,9.064,LRP009,692.0000000000002,
1600,N1,HATIBORI BOX CULVERT,22.4728530893544,91.7232633541336,bridge,219.427,LRP221a,6.0,A
1601,N1,Info.Missing,22.4765271,91.7213327,link,218.969,LRP222,883.0000000000098,
1602,N1,Bridge end,22.4773049,91.7211104,link,218.88,LRP221c,88.99999999999864,
1603,N1,Bridge start,22.4775271,91.7210549,link,218.855,LRP221b,25.000000000005684,
1604,N106,ALALPARA BOX CUL,22.4779060057803,91.8133609049133,bridge,9.674,LRP010a,6.0,A
1605,N106,Box culvert,22.4786104,91.8131667,link,9.756,LRP009a,352.00000000000034,
1606,N106,Information missing,22.4809438,91.8115278,link,10.108,LRP010,1000.0,
1607,N1,MUDDO SONAISORI BRIDGE,22.4811642144766,91.7203633632516,bridge,218.441,LRP220b,23.2,B
1608,N1,Baro Aulia,22.4811642144766,91.7203633632516,bridge,218.441,LRP220b,24.33,D
1609,N1,Box culvert,22.48280706570156,91.72005100244988,link,218.254,LRP221a,600.9999999999991,
1610,N1,Ctg 24 km,22.4854163,91.7195549,link,217.957,LRP221,296.99999999999704,
1611,N1,BARAOWLLA BOX CULVERT,22.4855480068965,91.7195309517241,bridge,217.942,LRP220a,4.5,A
1612,N1,Box culvert,22.4869441,91.7192771,link,217.783,LRP220a,174.0000000000066,
1613,N106,Km post missing,22.4889441,91.8079444,link,11.108,LRP011,131.00000000000023,
1614,N106,11 MILE BOX CULVERT,22.4893359687022,91.8079444,bridge,11.152,LRP012a,3.8,C
1615,N106,Box culvert,22.4901108,91.8079444,link,11.239,LRP011a,678.9999999999985,
1616,N1,GORA MARI BOX CULVERT,22.4904405976324,91.7182726733934,bridge,217.377,LRP219a,3.0,B
1617,N1,Km post missing,22.494583,91.7170827,link,216.896,LRP220,887.0000000000005,
1618,N106,DAWANNAGOR CULVERT,22.4952738064801,91.8075121466862,bridge,11.826,LRP012c,9.5,C
1619,N106,Bridge start,22.496083,91.8074444,link,11.918,LRP011b,190.00000000000128,
1620,N1,Bridge end,22.4968052,91.7156389,link,216.6,LRP219b,295.99999999999227,
1621,N1,Bridge start,22.4969163,91.7155556,link,216.581,LRP219a,19.000000000005457,
1622,N106,Km post missing,22.4977497,91.8071667,link,12.108,LRP012,83.99999999999963,
1623,N106,"R160, Khagrachari Road",22.4984441,91.8070833,link,12.192,LRP012a,1028.0000000000005,
1624,N1,GORA MARA RCC GIRDER BRIDGE,22.5000858335766,91.7141504905109,bridge,216.196,LRP218b,17.6,A
1625,N129,End of road Intersecting N1,22.5015833,91.7134722,intersection,2.79,LRPE,2790.0,
1625,N1,End of road Intersecting N1,22.5015833,91.7134722,intersection,2.79,LRPE,2790.0,
1626,N1,Km post missing,22.5025556,91.7130556,link,215.896,LRP219,685.0000000000023,
1627,N1,Box culvert,22.503,91.7128056,link,215.839,LRP218e,56.99999999998795,
1628,N129,Box Culvert,22.5031111,91.7131944,link,2.61,LRP002a,180.00000000000017,
1629,N106,"Rangamati 55 km,Raozan 13 km",22.5031667,91.8147222,link,13.22,LRP013,331.999999999999,
1630,N106,"Rangamati 54 km, Raozan 12 km",22.5032778,91.8235549,link,14.149,LRP014,258.0000000000009,
1631,N106,Box culvert,22.5033333,91.8228882,link,14.082,LRP013b,66.9999999999984,
1632,N106,SHAZZAPUR SLAB CULVERT,22.5034389735849,91.821686326415,bridge,13.956,LRP014b,9.5,B
1633,N106,Box culvert,22.5037778,91.8178327,link,13.552,LRP013a,530.0000000000011,
1634,N106,Subadaggu Bridge,22.5044250581395,91.8261362953488,bridge,14.371,LRP015a,63.86,C
1635,N106,Bridge start,22.5046111,91.8265549,link,14.407,LRP014a,157.00000000000003,
1636,N106,Bridge end,22.5048889,91.8271104,link,14.564,LRP014b,593.9999999999994,
1637,N1,ROYL CIMINT GATE CULVETRT,22.5060220437735,91.7112848218867,bridge,215.467,LRP218a,4.5,A
1638,N106,ISAPUR BRIDGE,22.5068245060606,91.8316268141414,bridge,15.075,LRP016a,34.2,C
1639,N106,"Rangamati 53 km,Raozan 11 km",22.5071389,91.8323604,link,15.158,LRP015,57.000000000000384,
1640,N1,Bridge end,22.5073056,91.7106389,link,215.309,LRP218d,530.0000000000011,
1641,N106,Bridge start,22.5073056,91.8328604,link,15.215,LRP015a,48.00000000000004,
1642,N106,Bridge end,22.5074167,91.8331938,link,15.263,LRP015b,121.00000000000044,
1643,N1,Bridge start,22.5074444,91.7105556,link,215.291,LRP218c,18.000000000000682,
1644,N106,Box culvert,22.5079167,91.834333,link,15.384,LRP015c,774.0000000000009,
1645,N129,Km post missing,22.5081111,91.7124444,link,2.0,LRP002,609.9999999999999,
1646,N1,Bridge end,22.5093611,91.7096944,link,215.052,LRP218b,239.00000000000432,
1647,N129,Z1025 (Kumira Sandwip Road),22.5093611,91.7125833,link,1.85,LRP001c,149.99999999999991,
1648,N1,Bridge start,22.5094444,91.7096389,link,215.04,LRP218a,12.000000000000455,
1649,N106,FOUZIA BAZAR BAILY BRIDGE,22.5104046038759,91.840083468217,bridge,16.038,LRP017a,37.3,C
1650,N1,Km post missing,22.5106111,91.7090833,link,214.896,LRP218,144.00000000000546,
1651,N106,Km post missing,22.5108611,91.8411386,link,16.158,LRP016,32.9999999999977,
1652,N106,Box Culvert,22.5109167,91.8414163,link,16.191,LRP016a,577.9999999999994,
1653,N1,Chotokumir Bridge,22.5113471164122,91.7087907889313,bridge,214.807,LRP217a,41.11,A
1654,N1,BORO KUMIRA BRIDGE,22.5113471164122,91.7087907889313,bridge,214.807,LRP217a,27.0,C
1655,N1,Bridge end,22.5127778,91.7082222,link,214.634,LRP217e,262.00000000000045,
1656,N106,SATHDADGAT BRIDGE,22.5128873453287,91.8441870041522,bridge,16.597,LRP018a,100.9,C
1657,N1,Bridge start,22.5131389,91.7080833,link,214.593,LRP217d,40.99999999999682,
1658,N106,Bridge start,22.5137222,91.8453608,link,16.769,LRP016b,103.00000000000153,
1659,N129,Bridge end,22.5139167,91.7114167,link,1.334,LRP001b,516.0,
1660,N129,Bridge start,22.5141389,91.7113333,link,1.302,LRP001a,32.00000000000003,
1661,N106,Bridge end,22.5146389,91.8454163,link,16.872,LRP016c,56.00000000000094,
1662,N1,Box culvert,22.5147222,91.7074444,link,214.399,LRP217c,193.9999999999884,
1663,N106,"Rangamati 51 km,Raozan9 km",22.5151111,91.8455274,link,16.928,LRP017,324.9999999999993,
1664,N106,BODORGONA BOX CUL,22.5154714630769,91.8465342418461,bridge,17.052,LRP018c,3.0,A
1665,N106,Box culvert,22.5160556,91.8481663,link,17.253,LRP017a,535.0000000000001,
